state,race_ethnicity,education,household_income,n
NJ,Not Caucasian,Highschool diploma,$150k+ : upper class,1119
NJ,Not Caucasian,Highschool diploma,$15k - $35k: low income,429
NJ,Not Caucasian,Highschool diploma,$35k - $70k: middle class,772
NJ,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,1057
NJ,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,1392
NJ,Not Caucasian,No highschool diploma,$150k+ : upper class,3810
NJ,Not Caucasian,No highschool diploma,$15k - $35k: low income,2268
NJ,Not Caucasian,No highschool diploma,$35k - $70k: middle class,2863
NJ,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,3597
NJ,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,195
NJ,Not Caucasian,Undergraduate degree,$150k+ : upper class,1575
NJ,Not Caucasian,Undergraduate degree,$15k - $35k: low income,267
NJ,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,643
NJ,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,1466
NM,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,62
NM,Caucasian,Graduate degree or more,$150k+ : upper class,497
NM,Caucasian,Graduate degree or more,$15k - $35k: low income,130
NM,Caucasian,Graduate degree or more,$35k - $70k: middle class,327
NM,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,539
NM,Caucasian,Highschool diploma,$0 - $15k: living in poverty,310
NM,Caucasian,Highschool diploma,$150k+ : upper class,376
NM,Caucasian,Highschool diploma,$15k - $35k: low income,522
NM,Caucasian,Highschool diploma,$35k - $70k: middle class,766
NM,Caucasian,Highschool diploma,$70 - $150k: upper middle class,772
NM,Caucasian,No highschool diploma,$0 - $15k: living in poverty,1098
NM,Caucasian,No highschool diploma,$150k+ : upper class,867
NM,Caucasian,No highschool diploma,$15k - $35k: low income,1632
NM,Caucasian,No highschool diploma,$35k - $70k: middle class,1955
NM,Caucasian,No highschool diploma,$70 - $150k: upper middle class,1751
NM,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,148
NM,Caucasian,Undergraduate degree,$150k+ : upper class,356
NM,Caucasian,Undergraduate degree,$15k - $35k: low income,251
NM,Caucasian,Undergraduate degree,$35k - $70k: middle class,504
NM,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,650
NM,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,12
NM,Not Caucasian,Graduate degree or more,$150k+ : upper class,53
NM,Not Caucasian,Graduate degree or more,$15k - $35k: low income,16
NM,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,61
NM,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,87
NM,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,194
NM,Not Caucasian,Highschool diploma,$150k+ : upper class,101
NM,Not Caucasian,Highschool diploma,$15k - $35k: low income,267
NM,Not Caucasian,Highschool diploma,$35k - $70k: middle class,367
NM,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,240
NM,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,869
NM,Not Caucasian,No highschool diploma,$150k+ : upper class,341
NM,Not Caucasian,No highschool diploma,$15k - $35k: low income,1079
NM,Not Caucasian,No highschool diploma,$35k - $70k: middle class,1020
NM,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,674
NM,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,35
NM,Not Caucasian,Undergraduate degree,$150k+ : upper class,50
NM,Not Caucasian,Undergraduate degree,$15k - $35k: low income,57
NM,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,97
NM,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,114
NV,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,69
NV,Caucasian,Graduate degree or more,$150k+ : upper class,596
NV,Caucasian,Graduate degree or more,$15k - $35k: low income,122
NV,Caucasian,Graduate degree or more,$35k - $70k: middle class,292
NV,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,578
NV,Caucasian,Highschool diploma,$0 - $15k: living in poverty,338
NV,Caucasian,Highschool diploma,$150k+ : upper class,720
NV,Caucasian,Highschool diploma,$15k - $35k: low income,639
NV,Caucasian,Highschool diploma,$35k - $70k: middle class,1147
NV,Caucasian,Highschool diploma,$70 - $150k: upper middle class,1451
NV,Caucasian,No highschool diploma,$0 - $15k: living in poverty,988
NV,Caucasian,No highschool diploma,$150k+ : upper class,1602
NV,Caucasian,No highschool diploma,$15k - $35k: low income,1921
NV,Caucasian,No highschool diploma,$35k - $70k: middle class,3041
NV,Caucasian,No highschool diploma,$70 - $150k: upper middle class,3447
NV,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,114
NV,Caucasian,Undergraduate degree,$150k+ : upper class,637
NV,Caucasian,Undergraduate degree,$15k - $35k: low income,276
NV,Caucasian,Undergraduate degree,$35k - $70k: middle class,605
NV,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,959
NV,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,25
NV,Not Caucasian,Graduate degree or more,$150k+ : upper class,133
NV,Not Caucasian,Graduate degree or more,$15k - $35k: low income,36
NV,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,78
NV,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,160
NV,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,182
NV,Not Caucasian,Highschool diploma,$150k+ : upper class,206
NV,Not Caucasian,Highschool diploma,$15k - $35k: low income,307
NV,Not Caucasian,Highschool diploma,$35k - $70k: middle class,503
NV,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,495
NV,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,739
NV,Not Caucasian,No highschool diploma,$150k+ : upper class,612
NV,Not Caucasian,No highschool diploma,$15k - $35k: low income,1414
NV,Not Caucasian,No highschool diploma,$35k - $70k: middle class,1834
NV,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,1625
NV,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,63
NV,Not Caucasian,Undergraduate degree,$150k+ : upper class,167
NV,Not Caucasian,Undergraduate degree,$15k - $35k: low income,138
NV,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,314
NV,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,354
NY,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,529
NY,Caucasian,Graduate degree or more,$150k+ : upper class,8565
NY,Caucasian,Graduate degree or more,$15k - $35k: low income,998
NY,Caucasian,Graduate degree or more,$35k - $70k: middle class,2632
NY,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,6697
NY,Caucasian,Highschool diploma,$0 - $15k: living in poverty,1737
NY,Caucasian,Highschool diploma,$150k+ : upper class,5742
NY,Caucasian,Highschool diploma,$15k - $35k: low income,3058
NY,Caucasian,Highschool diploma,$35k - $70k: middle class,5751
NY,Caucasian,Highschool diploma,$70 - $150k: upper middle class,8179
NY,Caucasian,No highschool diploma,$0 - $15k: living in poverty,6589
NY,Caucasian,No highschool diploma,$150k+ : upper class,16024
NY,Caucasian,No highschool diploma,$15k - $35k: low income,11416
NY,Caucasian,No highschool diploma,$35k - $70k: middle class,16816
NY,Caucasian,No highschool diploma,$70 - $150k: upper middle class,20660
NY,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,1018
NY,Caucasian,Undergraduate degree,$150k+ : upper class,7768
NY,Caucasian,Undergraduate degree,$15k - $35k: low income,1946
NY,Caucasian,Undergraduate degree,$35k - $70k: middle class,4458
NY,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,7891
NY,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,265
NY,Not Caucasian,Graduate degree or more,$150k+ : upper class,2125
NY,Not Caucasian,Graduate degree or more,$15k - $35k: low income,314
NY,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,725
NY,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,1739
NY,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,948
NY,Not Caucasian,Highschool diploma,$150k+ : upper class,2234
NY,Not Caucasian,Highschool diploma,$15k - $35k: low income,1348
NY,Not Caucasian,Highschool diploma,$35k - $70k: middle class,2228
NY,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,2653
NY,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,5049
NY,Not Caucasian,No highschool diploma,$150k+ : upper class,7406
NY,Not Caucasian,No highschool diploma,$15k - $35k: low income,6542
NY,Not Caucasian,No highschool diploma,$35k - $70k: middle class,8022
NY,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,8616
NY,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,547
NY,Not Caucasian,Undergraduate degree,$150k+ : upper class,2429
NY,Not Caucasian,Undergraduate degree,$15k - $35k: low income,793
NY,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,1655
NY,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,2855
OH,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,207
OH,Caucasian,Graduate degree or more,$150k+ : upper class,2967
OH,Caucasian,Graduate degree or more,$15k - $35k: low income,422
OH,Caucasian,Graduate degree or more,$35k - $70k: middle class,1421
OH,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,3385
OH,Caucasian,Highschool diploma,$0 - $15k: living in poverty,1385
OH,Caucasian,Highschool diploma,$150k+ : upper class,3038
OH,Caucasian,Highschool diploma,$15k - $35k: low income,2534
OH,Caucasian,Highschool diploma,$35k - $70k: middle class,4803
OH,Caucasian,Highschool diploma,$70 - $150k: upper middle class,6235
OH,Caucasian,No highschool diploma,$0 - $15k: living in poverty,5914
OH,Caucasian,No highschool diploma,$150k+ : upper class,8671
OH,Caucasian,No highschool diploma,$15k - $35k: low income,10921
OH,Caucasian,No highschool diploma,$35k - $70k: middle class,17322
OH,Caucasian,No highschool diploma,$70 - $150k: upper middle class,18598
OH,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,575
OH,Caucasian,Undergraduate degree,$150k+ : upper class,3546
OH,Caucasian,Undergraduate degree,$15k - $35k: low income,1175
OH,Caucasian,Undergraduate degree,$35k - $70k: middle class,3196
OH,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,5572
OH,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,67
OH,Not Caucasian,Graduate degree or more,$150k+ : upper class,401
OH,Not Caucasian,Graduate degree or more,$15k - $35k: low income,103
OH,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,243
OH,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,439
OH,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,459
OH,Not Caucasian,Highschool diploma,$150k+ : upper class,552
OH,Not Caucasian,Highschool diploma,$15k - $35k: low income,639
OH,Not Caucasian,Highschool diploma,$35k - $70k: middle class,787
OH,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,612
OH,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,2237
OH,Not Caucasian,No highschool diploma,$150k+ : upper class,1784
OH,Not Caucasian,No highschool diploma,$15k - $35k: low income,2567
OH,Not Caucasian,No highschool diploma,$35k - $70k: middle class,2766
OH,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,1980
OH,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,149
OH,Not Caucasian,Undergraduate degree,$150k+ : upper class,292
OH,Not Caucasian,Undergraduate degree,$15k - $35k: low income,204
OH,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,416
OH,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,502
OK,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,45
OK,Caucasian,Graduate degree or more,$150k+ : upper class,485
OK,Caucasian,Graduate degree or more,$15k - $35k: low income,114
OK,Caucasian,Graduate degree or more,$35k - $70k: middle class,352
OK,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,653
OK,Caucasian,Highschool diploma,$0 - $15k: living in poverty,473
OK,Caucasian,Highschool diploma,$150k+ : upper class,785
OK,Caucasian,Highschool diploma,$15k - $35k: low income,887
OK,Caucasian,Highschool diploma,$35k - $70k: middle class,1487
OK,Caucasian,Highschool diploma,$70 - $150k: upper middle class,1544
OK,Caucasian,No highschool diploma,$0 - $15k: living in poverty,1993
OK,Caucasian,No highschool diploma,$150k+ : upper class,2286
OK,Caucasian,No highschool diploma,$15k - $35k: low income,3453
OK,Caucasian,No highschool diploma,$35k - $70k: middle class,4854
OK,Caucasian,No highschool diploma,$70 - $150k: upper middle class,4360
OK,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,156
OK,Caucasian,Undergraduate degree,$150k+ : upper class,705
OK,Caucasian,Undergraduate degree,$15k - $35k: low income,344
OK,Caucasian,Undergraduate degree,$35k - $70k: middle class,806
OK,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,1308
OK,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,21
OK,Not Caucasian,Graduate degree or more,$150k+ : upper class,93
OK,Not Caucasian,Graduate degree or more,$15k - $35k: low income,35
OK,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,105
OK,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,158
OK,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,212
OK,Not Caucasian,Highschool diploma,$150k+ : upper class,279
OK,Not Caucasian,Highschool diploma,$15k - $35k: low income,353
OK,Not Caucasian,Highschool diploma,$35k - $70k: middle class,449
OK,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,439
OK,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,1212
OK,Not Caucasian,No highschool diploma,$150k+ : upper class,1032
OK,Not Caucasian,No highschool diploma,$15k - $35k: low income,1726
OK,Not Caucasian,No highschool diploma,$35k - $70k: middle class,2027
OK,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,1693
OK,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,43
OK,Not Caucasian,Undergraduate degree,$150k+ : upper class,105
OK,Not Caucasian,Undergraduate degree,$15k - $35k: low income,91
OK,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,206
OK,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,279
OR,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,130
OR,Caucasian,Graduate degree or more,$150k+ : upper class,1268
OR,Caucasian,Graduate degree or more,$15k - $35k: low income,283
OR,Caucasian,Graduate degree or more,$35k - $70k: middle class,667
OR,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,1434
OR,Caucasian,Highschool diploma,$0 - $15k: living in poverty,748
OR,Caucasian,Highschool diploma,$150k+ : upper class,1244
OR,Caucasian,Highschool diploma,$15k - $35k: low income,1325
OR,Caucasian,Highschool diploma,$35k - $70k: middle class,2055
OR,Caucasian,Highschool diploma,$70 - $150k: upper middle class,2583
OR,Caucasian,No highschool diploma,$0 - $15k: living in poverty,1820
OR,Caucasian,No highschool diploma,$150k+ : upper class,3319
OR,Caucasian,No highschool diploma,$15k - $35k: low income,3019
OR,Caucasian,No highschool diploma,$35k - $70k: middle class,4712
OR,Caucasian,No highschool diploma,$70 - $150k: upper middle class,5518
OR,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,346
OR,Caucasian,Undergraduate degree,$150k+ : upper class,1541
OR,Caucasian,Undergraduate degree,$15k - $35k: low income,643
OR,Caucasian,Undergraduate degree,$35k - $70k: middle class,1370
OR,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,2297
OR,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,16
OR,Not Caucasian,Graduate degree or more,$150k+ : upper class,204
OR,Not Caucasian,Graduate degree or more,$15k - $35k: low income,30
OR,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,80
OR,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,170
OR,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,135
OR,Not Caucasian,Highschool diploma,$150k+ : upper class,222
OR,Not Caucasian,Highschool diploma,$15k - $35k: low income,163
OR,Not Caucasian,Highschool diploma,$35k - $70k: middle class,282
OR,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,279
OR,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,372
OR,Not Caucasian,No highschool diploma,$150k+ : upper class,761
OR,Not Caucasian,No highschool diploma,$15k - $35k: low income,621
OR,Not Caucasian,No highschool diploma,$35k - $70k: middle class,914
OR,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,880
OR,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,54
OR,Not Caucasian,Undergraduate degree,$150k+ : upper class,147
OR,Not Caucasian,Undergraduate degree,$15k - $35k: low income,84
OR,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,139
OR,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,242
PA,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,244
PA,Caucasian,Graduate degree or more,$150k+ : upper class,3849
PA,Caucasian,Graduate degree or more,$15k - $35k: low income,524
PA,Caucasian,Graduate degree or more,$35k - $70k: middle class,1596
PA,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,3853
PA,Caucasian,Highschool diploma,$0 - $15k: living in poverty,1259
PA,Caucasian,Highschool diploma,$150k+ : upper class,3626
PA,Caucasian,Highschool diploma,$15k - $35k: low income,2265
PA,Caucasian,Highschool diploma,$35k - $70k: middle class,4636
PA,Caucasian,Highschool diploma,$70 - $150k: upper middle class,6349
PA,Caucasian,No highschool diploma,$0 - $15k: living in poverty,5704
PA,Caucasian,No highschool diploma,$150k+ : upper class,10936
PA,Caucasian,No highschool diploma,$15k - $35k: low income,11803
PA,Caucasian,No highschool diploma,$35k - $70k: middle class,18924
PA,Caucasian,No highschool diploma,$70 - $150k: upper middle class,21002
PA,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,642
PA,Caucasian,Undergraduate degree,$150k+ : upper class,4463
PA,Caucasian,Undergraduate degree,$15k - $35k: low income,1312
PA,Caucasian,Undergraduate degree,$35k - $70k: middle class,3491
PA,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,6309
PA,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,88
PA,Not Caucasian,Graduate degree or more,$150k+ : upper class,474
PA,Not Caucasian,Graduate degree or more,$15k - $35k: low income,89
PA,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,242
PA,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,446
PA,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,330
PA,Not Caucasian,Highschool diploma,$150k+ : upper class,638
PA,Not Caucasian,Highschool diploma,$15k - $35k: low income,390
PA,Not Caucasian,Highschool diploma,$35k - $70k: middle class,596
PA,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,588
PA,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,1662
PA,Not Caucasian,No highschool diploma,$150k+ : upper class,2365
PA,Not Caucasian,No highschool diploma,$15k - $35k: low income,2160
PA,Not Caucasian,No highschool diploma,$35k - $70k: middle class,2252
PA,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,2233
PA,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,164
PA,Not Caucasian,Undergraduate degree,$150k+ : upper class,356
PA,Not Caucasian,Undergraduate degree,$15k - $35k: low income,194
PA,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,418
PA,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,594
RI,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,38
RI,Caucasian,Graduate degree or more,$150k+ : upper class,463
RI,Caucasian,Graduate degree or more,$15k - $35k: low income,63
RI,Caucasian,Graduate degree or more,$35k - $70k: middle class,147
RI,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,403
RI,Caucasian,Highschool diploma,$0 - $15k: living in poverty,101
RI,Caucasian,Highschool diploma,$150k+ : upper class,408
RI,Caucasian,Highschool diploma,$15k - $35k: low income,173
RI,Caucasian,Highschool diploma,$35k - $70k: middle class,359
RI,Caucasian,Highschool diploma,$70 - $150k: upper middle class,568
RI,Caucasian,No highschool diploma,$0 - $15k: living in poverty,471
RI,Caucasian,No highschool diploma,$150k+ : upper class,1019
RI,Caucasian,No highschool diploma,$15k - $35k: low income,677
RI,Caucasian,No highschool diploma,$35k - $70k: middle class,1035
RI,Caucasian,No highschool diploma,$70 - $150k: upper middle class,1396
RI,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,48
RI,Caucasian,Undergraduate degree,$150k+ : upper class,487
RI,Caucasian,Undergraduate degree,$15k - $35k: low income,123
RI,Caucasian,Undergraduate degree,$35k - $70k: middle class,322
RI,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,611
RI,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,8
RI,Not Caucasian,Graduate degree or more,$150k+ : upper class,27
RI,Not Caucasian,Graduate degree or more,$15k - $35k: low income,21
RI,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,25
RI,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,57
RI,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,18
RI,Not Caucasian,Highschool diploma,$150k+ : upper class,64
RI,Not Caucasian,Highschool diploma,$15k - $35k: low income,35
RI,Not Caucasian,Highschool diploma,$35k - $70k: middle class,45
RI,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,64
RI,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,141
RI,Not Caucasian,No highschool diploma,$150k+ : upper class,211
RI,Not Caucasian,No highschool diploma,$15k - $35k: low income,198
RI,Not Caucasian,No highschool diploma,$35k - $70k: middle class,229
RI,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,268
RI,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,25
RI,Not Caucasian,Undergraduate degree,$150k+ : upper class,31
RI,Not Caucasian,Undergraduate degree,$15k - $35k: low income,19
RI,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,31
RI,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,60
SC,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,82
SC,Caucasian,Graduate degree or more,$150k+ : upper class,1145
SC,Caucasian,Graduate degree or more,$15k - $35k: low income,222
SC,Caucasian,Graduate degree or more,$35k - $70k: middle class,664
SC,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,1442
SC,Caucasian,Highschool diploma,$0 - $15k: living in poverty,568
SC,Caucasian,Highschool diploma,$150k+ : upper class,1243
SC,Caucasian,Highschool diploma,$15k - $35k: low income,1178
SC,Caucasian,Highschool diploma,$35k - $70k: middle class,2042
SC,Caucasian,Highschool diploma,$70 - $150k: upper middle class,2438
SC,Caucasian,No highschool diploma,$0 - $15k: living in poverty,1871
SC,Caucasian,No highschool diploma,$150k+ : upper class,2895
SC,Caucasian,No highschool diploma,$15k - $35k: low income,3737
SC,Caucasian,No highschool diploma,$35k - $70k: middle class,5306
SC,Caucasian,No highschool diploma,$70 - $150k: upper middle class,5580
SC,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,277
SC,Caucasian,Undergraduate degree,$150k+ : upper class,1443
SC,Caucasian,Undergraduate degree,$15k - $35k: low income,573
SC,Caucasian,Undergraduate degree,$35k - $70k: middle class,1385
SC,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,2178
SC,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,48
SC,Not Caucasian,Graduate degree or more,$150k+ : upper class,124
SC,Not Caucasian,Graduate degree or more,$15k - $35k: low income,81
SC,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,165
SC,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,256
SC,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,316
SC,Not Caucasian,Highschool diploma,$150k+ : upper class,372
SC,Not Caucasian,Highschool diploma,$15k - $35k: low income,520
SC,Not Caucasian,Highschool diploma,$35k - $70k: middle class,742
SC,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,518
SC,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,1746
SC,Not Caucasian,No highschool diploma,$150k+ : upper class,1238
SC,Not Caucasian,No highschool diploma,$15k - $35k: low income,2438
SC,Not Caucasian,No highschool diploma,$35k - $70k: middle class,2350
SC,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,1541
SC,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,85
SC,Not Caucasian,Undergraduate degree,$150k+ : upper class,139
SC,Not Caucasian,Undergraduate degree,$15k - $35k: low income,170
SC,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,334
SC,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,366
SD,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,20
SD,Caucasian,Graduate degree or more,$150k+ : upper class,114
SD,Caucasian,Graduate degree or more,$15k - $35k: low income,33
SD,Caucasian,Graduate degree or more,$35k - $70k: middle class,73
SD,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,190
SD,Caucasian,Highschool diploma,$0 - $15k: living in poverty,114
SD,Caucasian,Highschool diploma,$150k+ : upper class,266
SD,Caucasian,Highschool diploma,$15k - $35k: low income,209
SD,Caucasian,Highschool diploma,$35k - $70k: middle class,489
SD,Caucasian,Highschool diploma,$70 - $150k: upper middle class,610
SD,Caucasian,No highschool diploma,$0 - $15k: living in poverty,290
SD,Caucasian,No highschool diploma,$150k+ : upper class,610
SD,Caucasian,No highschool diploma,$15k - $35k: low income,760
SD,Caucasian,No highschool diploma,$35k - $70k: middle class,1308
SD,Caucasian,No highschool diploma,$70 - $150k: upper middle class,1453
SD,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,40
SD,Caucasian,Undergraduate degree,$150k+ : upper class,210
SD,Caucasian,Undergraduate degree,$15k - $35k: low income,104
SD,Caucasian,Undergraduate degree,$35k - $70k: middle class,285
SD,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,486
SD,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,3
SD,Not Caucasian,Graduate degree or more,$150k+ : upper class,6
SD,Not Caucasian,Graduate degree or more,$15k - $35k: low income,2
SD,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,12
SD,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,12
SD,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,38
SD,Not Caucasian,Highschool diploma,$150k+ : upper class,26
SD,Not Caucasian,Highschool diploma,$15k - $35k: low income,38
SD,Not Caucasian,Highschool diploma,$35k - $70k: middle class,51
SD,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,43
SD,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,272
SD,Not Caucasian,No highschool diploma,$150k+ : upper class,129
SD,Not Caucasian,No highschool diploma,$15k - $35k: low income,232
SD,Not Caucasian,No highschool diploma,$35k - $70k: middle class,224
SD,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,166
SD,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,6
SD,Not Caucasian,Undergraduate degree,$150k+ : upper class,8
SD,Not Caucasian,Undergraduate degree,$15k - $35k: low income,14
SD,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,24
SD,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,16
TN,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,110
TN,Caucasian,Graduate degree or more,$150k+ : upper class,1506
TN,Caucasian,Graduate degree or more,$15k - $35k: low income,242
TN,Caucasian,Graduate degree or more,$35k - $70k: middle class,886
TN,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,1781
TN,Caucasian,Highschool diploma,$0 - $15k: living in poverty,748
TN,Caucasian,Highschool diploma,$150k+ : upper class,1552
TN,Caucasian,Highschool diploma,$15k - $35k: low income,1515
